Sección;Cabecera
Campo;Valor
Operador;AeroAdmin
Región;Valle del Cauca, Colombia
Generado;2026-08-08T22:04:36.767Z
Ventana desde;2026-04-01
Ventana hasta;2026-08-31
Filtro hacienda;Todas

Sección;Última fumigación del rango
Campo;Valor
Fecha;2026-08-05
Hacienda;
Parcela;Lote FullFlow E2E 2026-08-05
Piloto;
Dron;
Producto;Glifosato 48% E2E
Área fumigada (ha);
Volumen aplicado (L);

Sección;Totales
Concepto;Valor
Fumigaciones en el rango;200
Área fumigada total (ha);1.283,39
Volumen aplicado total (L);1,25
Parcelas activas;186

Sección;Por parcela (50)
Parcela;Hacienda;Fumigaciones;Área total (ha);Litros totales (L);Última fumigación
Gertrudis ste105A;;2;7,75;0,00;2026-07-02
Gertrudis 110;;2;1,93;0,00;2026-07-02
linda 2;;2;21,52;0,00;2026-07-02
provenir MB 12;;2;7,83;0,00;2026-06-27
Potosí STE 6;;2;19,18;0,00;2026-06-24
linda 1-1;;2;13,67;0,00;2026-06-22
Cabaña ste21;;2;6,47;0,00;2026-06-20
EL LIMAR STE2;;2;5,23;0,00;2026-06-18
pichinde 34260A;;2;6,46;0,00;2026-06-18
José pilla STE 4A;;2;11,37;0,00;2026-06-17
Jericó STE 14A;;2;5,34;0,00;2026-06-17
Centro Ste8;;2;6,46;0,00;2026-06-10
Cabaña ste4;;2;22,85;0,00;2026-06-06
Centro STE 8;;2;5,26;0,00;2026-06-02
Lote FullFlow E2E 2026-08-05;;1;0,00;0,00;2026-08-05
Lote E2E Fix 2026-08-04;;1;0,50;1,25;2026-08-04
palmera italcol 5;;1;22,14;0,00;2026-07-02
palmera italcol;;1;1,38;0,00;2026-07-02
Gertrudis ste110;;1;13,88;0,00;2026-07-02
St Antonio STE 34A _;;1;5,54;0,00;2026-07-01
CHIRCAL50,41,42,40;;1;3,90;0,00;2026-06-30
STE 40 41 50;;1;17,60;0,00;2026-06-30
HD EL CHIRCAL STE30;;1;15,59;0,00;2026-06-30
HD EL CHIRCAL STE20;;1;9,09;0,00;2026-06-30
eden ste 3;;1;12,18;0,00;2026-06-29
eden 3-2;;1;6,45;0,00;2026-06-29
eden ste 4;;1;21,96;0,00;2026-06-27
porvenir MB ste10;;1;3,58;0,00;2026-06-27
Hda Jagual STE 15_2;;1;8,31;0,00;2026-06-26
Gertrudis ste119;;1;9,83;0,00;2026-06-26
Gertrudis ste119;;1;14,82;0,00;2026-06-26
Hda Jagual STE 15;;1;9,48;0,00;2026-06-26
búfalo ste1;;1;13,04;0,00;2026-06-25
sanpaulito ste6;;1;11,48;0,00;2026-06-25
encantó STE 2;;1;5,99;0,00;2026-06-25
montańo STE 2-3;;1;7,75;0,00;2026-06-25
encantó STE 3;;1;8,03;0,00;2026-06-25
encanto 1;;1;7,47;0,00;2026-06-25
2026-06-25 07:46;;1;17,16;0,00;2026-06-25
montańo ste6-7;;1;13,53;0,00;2026-06-25
2026-06-25 07:54;;1;9,58;0,00;2026-06-25
Búfalo STE 3;;1;5,34;0,00;2026-06-25
encanto ste3;;1;3,48;0,00;2026-06-25
naranja STE 4A;;1;6,85;0,00;2026-06-24
parcela 5;;1;3,84;0,00;2026-06-24
Maracay ste1;;1;3,32;0,00;2026-06-24
Santa Rosa ste21A;;1;1,27;0,00;2026-06-24
Maracay STE 1;;1;10,47;0,00;2026-06-24
naranja STE 4B;;1;3,03;0,00;2026-06-24
Santa Rosa STE 2A;;1;1,09;0,00;2026-06-24

Sección;Fumigaciones (200)
Fecha;Parcela;Hacienda;Piloto;Dron;Área (ha);Volumen (L);Producto;Registrador;Notas
2026-08-05;Lote FullFlow E2E 2026-08-05;;;;;;Glifosato 48% E2E;admin@test.local;
2026-08-04;Lote E2E Fix 2026-08-04;;;;0,50;1,25;Glifosato 48%;admin@test.local;Re-tratamiento manual de prueba E2E
2026-07-02;palmera italcol 5;;;;22,14;;;;
2026-07-02;palmera italcol;;;;1,38;;;;
2026-07-02;Gertrudis ste105A;;;;6,80;;;;
2026-07-02;Gertrudis 110;;;;0,50;;;;
2026-07-02;linda 2;;;;4,77;;;;
2026-07-02;Gertrudis ste110;;;;13,88;;;;
2026-07-01;St Antonio STE 34A _;;;;5,54;;;;
2026-07-01;Gertrudis ste105A;;;;0,95;;;;
2026-07-01;Gertrudis 110;;;;1,43;;;;
2026-06-30;CHIRCAL50,41,42,40;;;;3,90;;;;
2026-06-30;STE 40 41 50;;;;17,60;;;;
2026-06-30;HD EL CHIRCAL STE30;;;;15,59;;;;
2026-06-30;HD EL CHIRCAL STE20;;;;9,09;;;;
2026-06-29;eden ste 3;;;;12,18;;;;
2026-06-29;eden 3-2;;;;6,45;;;;
2026-06-27;eden ste 4;;;;21,96;;;;
2026-06-27;provenir MB 12;;;;5,74;;;;
2026-06-27;porvenir MB ste10;;;;3,58;;;;
2026-06-26;Hda Jagual STE 15_2;;;;8,31;;;;
2026-06-26;Gertrudis ste119;;;;9,83;;;;
2026-06-26;Gertrudis ste119;;;;14,82;;;;
2026-06-26;Hda Jagual STE 15;;;;9,48;;;;
2026-06-25;búfalo ste1;;;;13,04;;;;
2026-06-25;sanpaulito ste6;;;;11,48;;;;
2026-06-25;encantó STE 2;;;;5,99;;;;
2026-06-25;montańo STE 2-3;;;;7,75;;;;
2026-06-25;encantó STE 3;;;;8,03;;;;
2026-06-25;encanto 1;;;;7,47;;;;
2026-06-25;2026-06-25 07:46;;;;17,16;;;;
2026-06-25;montańo ste6-7;;;;13,53;;;;
2026-06-25;2026-06-25 07:54;;;;9,58;;;;
2026-06-25;Búfalo STE 3;;;;5,34;;;;
2026-06-25;encanto ste3;;;;3,48;;;;
2026-06-24;naranja STE 4A;;;;6,85;;;;
2026-06-24;parcela 5;;;;3,84;;;;
2026-06-24;Maracay ste1;;;;3,32;;;;
2026-06-24;Santa Rosa ste21A;;;;1,27;;;;
2026-06-24;Maracay STE 1;;;;10,47;;;;
2026-06-24;Potosí STE 6;;;;4,63;;;;
2026-06-24;naranja STE 4B;;;;3,03;;;;
2026-06-24;Santa Rosa STE 2A;;;;1,09;;;;
2026-06-24;naranja STE 4B;;;;3,35;;;;
2026-06-24;Hda Potosí STE 6_2;;;;2,35;;;;
2026-06-24;naranja STE 2;;;;11,67;;;;
2026-06-24;STE 18;;;;1,39;;;;
2026-06-24;STE 4 Los Naranjos;;;;1,36;;;;
2026-06-23;2026-06-23 07:26;;;;9,20;;;;
2026-06-23;Potosí STE 6;;;;14,55;;;;
2026-06-23;2026-06-23 07:21;;;;13,25;;;;
2026-06-23;Hda Potosí STE 6_1;;;;2,65;;;;
2026-06-22;Hda SJoaquin STE 13;;;;0,83;;;;
2026-06-22;JAGUAL STE20;;;;4,45;;;;
2026-06-22;linda 1-1;;;;0,76;;;;
2026-06-22;JAGUAL ste17;;;;13,98;;;;
2026-06-22;SJoaquin STE 9;;;;3,08;;;;
2026-06-22;papayalito 9;;;;11,46;;;;
2026-06-22;Hda SJoaquin STE 3;;;;0,83;;;;
2026-06-22;HD LALINDA;;;;5,18;;;;
2026-06-22;SJoaquin STE 8;;;;9,17;;;;
2026-06-22;linda 2;;;;16,76;;;;
